russian,ingush,definition,source
заклинание,а́мар,,ingush_dictionary_full.txt
приказание,амар,,ingush_dictionary_full.txt
повелеть,а́мар дала,,ingush_dictionary_full.txt
приказать,амар дала,,ingush_dictionary_full.txt
скомандовать,амар дала,,ingush_dictionary_full.txt
приказывать,амар те́ла,,ingush_dictionary_full.txt
Божий приказ,Æmær,,ingush_dictionary_full.txt
повелительный,а́мара хьисапе,,ingush_dictionary_full.txt
магические заклинания при колдовстве,амараш,,ingush_dictionary_full.txt
колдовать,а́мараш е,,ingush_dictionary_full.txt
отрава,amæræš,,ingush_dictionary_full.txt
бедовый,а́маре,,ingush_dictionary_full.txt
ялатах даьккха миста худар.,а́масти,,ingush_dictionary_full.txt
овсяная каша (кислая),амасти,,ingush_dictionary_full.txt
сага йухьа сибата белгалонаш.,амат,,ingush_dictionary_full.txt
образ,амат,,ingush_dictionary_full.txt
сага сибат,амат,,ingush_dictionary_full.txt
куст,а́мат,,ingush_dictionary_full.txt
абстрактные имена существительные,аматан маӀан дола цӀердош,,ingush_dictionary_full.txt
амауака (Южная Америка),амауке,,ingush_dictionary_full.txt
амбар,ambar,,ingush_dictionary_full.txt
амбарный,амбара,,ingush_dictionary_full.txt
амбелауанец (Азия),амбелхо,,ingush_dictionary_full.txt
амбонец (Азия),амбонге,,ingush_dictionary_full.txt
амбунду (Африка),амбундо,,ingush_dictionary_full.txt
Америка,Америка,,ingush_dictionary_full.txt
американский,американски,,ingush_dictionary_full.txt
американец (Северная Америка),америкахо,,ingush_dictionary_full.txt
американский барсук,америке́ра борцакх,,ingush_dictionary_full.txt
американский лось,америке́ра гала,,ingush_dictionary_full.txt
американский таракан,америке́ра гӀандгӀилг,,ingush_dictionary_full.txt
американский журавль,америке́ра гӀа́рагӀура,,ingush_dictionary_full.txt
американский лебедь,америке́ра гӀургӀа́ж,,ingush_dictionary_full.txt
американский землеройко-крот,америке́ра йостйоахарг-балкъазар,,ingush_dictionary_full.txt
американская белая бабочка,америке́ра кӀай кӀормац,,ingush_dictionary_full.txt
американский или малый заяц-беляк,америке́ра кӀай пхьагал,,ingush_dictionary_full.txt
американский олень,америке́ра сай,,ingush_dictionary_full.txt
американская куница,америке́ра соалор,,ingush_dictionary_full.txt
американский лапчатоног,америке́ра тӀод-когашдарг,,ingush_dictionary_full.txt
американская лисица,америке́ра цхьогал,,ingush_dictionary_full.txt
американская красная белка,америке́ра цӀе́ бӀарашдуарг,,ingush_dictionary_full.txt
американская летяга,америке́ра цӀестарг,,ingush_dictionary_full.txt
американская пищуха,америке́ра цӀувза куни,,ingush_dictionary_full.txt
американская свиязь,америке́ра шок етта боабашк,,ingush_dictionary_full.txt
американец,америкьхо,,ingush_dictionary_full.txt
американка,америкьхо,,ingush_dictionary_full.txt
по-американски,америкьхой Ӏаьдалах,,ingush_dictionary_full.txt
аминь,amin,,ingush_dictionary_full.txt
но,амма,,ingush_dictionary_full.txt
однако остались ещё места,"амма, цхьаццайола моттигаш йисай хин даьрже эрга ца доалаш",,ingush_dictionary_full.txt
аммиачный,аммиачни,,ingush_dictionary_full.txt
амортизационный,амортизационни,,ingush_dictionary_full.txt
амурский леопард,амурера ферх,,ingush_dictionary_full.txt
амурский леопардовый кот,амурера ферха́ циск,,ingush_dictionary_full.txt
амурская долгохвостка,амурера цӀог-дӀаьха шолкъа,,ingush_dictionary_full.txt
амурский тигр,амурера цӀокъ,,ingush_dictionary_full.txt
амусго (Северная Америка),амусго,,ingush_dictionary_full.txt
амхара (Африка),амхаре,,ingush_dictionary_full.txt
амхара,амхаро,,ingush_dictionary_full.txt
амхарка,амхаро,,ingush_dictionary_full.txt
амхарский,амхарой,,ingush_dictionary_full.txt
воздушное пространство над определённой частью местности,ан зув Ӏург,,ingush_dictionary_full.txt
на заре,anæ-juxe,,ingush_dictionary_full.txt
горизонт,а́найист,,ingush_dictionary_full.txt
горизонт на востоке,анайист,,ingush_dictionary_full.txt
горизонт.,а́найух,,ingush_dictionary_full.txt
анализ,analiz,,ingush_dictionary_full.txt
восклицание,ана́саз,,ingush_dictionary_full.txt
ревматик,анаш дола саг,,ingush_dictionary_full.txt
Англия,Angæli,,ingush_dictionary_full.txt
Ангара,Ængara-xij,,ingush_dictionary_full.txt
ангас (Африка),ангасе,,ingush_dictionary_full.txt
английский,английски,,ingush_dictionary_full.txt
Ангола,Ангола,,ingush_dictionary_full.txt
Андаманские острова,Андамана гӀайренаш,,ingush_dictionary_full.txt
Андаманское море,Андамана форд,,ingush_dictionary_full.txt
андаманец,андаманхо,,ingush_dictionary_full.txt
андаманец (Азия),андаманхо,,ingush_dictionary_full.txt
андаманка,андаманхо,,ingush_dictionary_full.txt
андаманский,андаманхой,,ingush_dictionary_full.txt
Анды,А́ндаш,,ingush_dictionary_full.txt
андский фламинго,а́ндашкара гоамазӀок,,ingush_dictionary_full.txt
андская кошка,а́ндашкара циск,,ingush_dictionary_full.txt
андоке (Южная Америка),андоке,,ingush_dictionary_full.txt
Андорра,Андор,,ingush_dictionary_full.txt
андорец,андорхо,,ingush_dictionary_full.txt
андоррец (Европа),андорхо,,ingush_dictionary_full.txt
андорка,андорхо,,ingush_dictionary_full.txt
андорский,андорхой,,ingush_dictionary_full.txt
аньи (Африка),ане,,ingush_dictionary_full.txt
небо,а́не,,ingush_dictionary_full.txt
дыра на востоке горизонта,анера Ӏур,,ingush_dictionary_full.txt
западная часть неба,а́нзе,,ingush_dictionary_full.txt
дыра на западе горизонта,анзера Ӏур,,ingush_dictionary_full.txt
геттар къаьна йоккха саг.,ани,,ingush_dictionary_full.txt
бабушка,ани,,ingush_dictionary_full.txt
подагра,аний цамогар,,ingush_dictionary_full.txt
ревматический,аний,,ingush_dictionary_full.txt
О. Н. О,ANO,,ingush_dictionary_full.txt
Антанта,Antantæ,,ingush_dictionary_full.txt
антигуанец,антигуанхо,,ingush_dictionary_full.txt
антигуанец (Северная Америка),антигуанхо,,ingush_dictionary_full.txt
антигуанка,антигуанхо,,ingush_dictionary_full.txt
антигуанский,антигуанхой,,ingush_dictionary_full.txt
Антильские острова,Антила гӀайренаш,,ingush_dictionary_full.txt
антилец,антильхо,,ingush_dictionary_full.txt
антилец (Северная Америка),антильхо,,ingush_dictionary_full.txt
антилька,антильхо,,ingush_dictionary_full.txt
антильский,антильхой,,ingush_dictionary_full.txt
Антиох (фамилия),Æntiox,,ingush_dictionary_full.txt
ануак (Африка),ануке,,ingush_dictionary_full.txt
аористное значение (кхыча дераца е хьалаца бувзам а боацаш яхача ханара дер белгалдар),аористан маӀан,,ingush_dictionary_full.txt
апатани (Азия),апантане,,ingush_dictionary_full.txt
